name,personal_name,last_modified.value,key,id,revision,bio.value,links.url,links.type.key,links.title,created.value,photos,latest_revision,birth_date,remote_ids.viaf,remote_ids.wikidata,remote_ids.isni,death_date,alternate_names,wikipedia,title,location,entity_type,role,fuller_name,bio
Richard Phillips Feynman,Richard Phillips Feynman,2020-09-27T08:01:44.487821,OL35793A,,14,"Richard Phillips Feynman was an American theoretical physicist known for his work in the path integral formulation of quantum mechanics, the theory of quantum electrodynamics, and the physics of the superfluidity of supercooled liquid helium, as well as in particle physics for which he proposed the parton model. For his contributions to the development of quantum electrodynamics, Feynman, jointly with Julian Schwinger and Sin-Itiro Tomonaga, received the Nobel Prize in Physics in 1965.
- Wikipedia",,,,2008-04-01T03:28:50.625462,7436179.0,14.0,1918,44298691,Q39246,0000000120960218,1988,R. Feynman,,"(Feynman, Richard Phillips)",,,,,
John M. Zelle,John M. Zelle,2008-09-03 22:52:59.056957,OL1518186A,5210525.0,2,,,,,,,,,,,,,,,,,,,,
,,2017-03-12T10:31:32.084758,OL22105A,,15,,,,,2008-04-01T03:28:50.625462,,15.0,,,,,,,,,/authors/OL6856645A,,,,
Seb Wesson,Seb Wesson,2009-11-24T23:35:26.418476,OL6762946A,35494603.0,1,,,,,2009-11-24T23:35:26.418476,,1.0,,,,,,,,,,,,,
E. Deeson,,2008-04-29 13:35:46.87638,OL2622450A,9891405.0,1,,,,,,,,,,,,,,,,,,,,
Arthur Eisenkraft,,2008-04-30 09:38:13.731961,OL3244230A,12624750.0,1,,,,,,,,,,,,,,,,,,,,
Jearl Walker,Jearl Walker,2020-09-30T12:37:00.035755,OL1295578A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,1945,109472020,Q449656,0000000109332675,,,,,,,,,
Nuffield Advanced Science Project.,,2008-09-10 21:24:30.000524,OL4501326A,18705888.0,1,,,,,,,,,,,,,,,,,,,,
Christopher Cheng,Christopher Cheng,2008-09-11 21:13:54.626874,OL28648A,72541.0,2,,,,,,,,,,,,,,,,,,,,
Tom L. McKnight,Tom L. McKnight,2008-09-07 03:53:23.018854,OL223564A,580103.0,2,,,,,,,,1928,,,,,,,,,,,,
Alan H. Strahler,Alan H. Strahler,2008-09-02 11:36:07.093615,OL387378A,1055162.0,2,,,,,,,,,,,,,,,,,,,,
Kate Riggs,,2008-04-30 20:50:18.033121,OL3864439A,16178490.0,1,,,,,,,,,,,,,,,,,,,,
Frederick Seitz,Frederick Seitz,2008-09-12 03:18:45.406613,OL33811A,85410.0,2,,,,,,,,1911,,,,,,,,,,,,
Kenneth W. Johnson,Kenneth W. Johnson,2008-09-06 22:58:54.657645,OL202060A,517488.0,2,,,,,,,,,,,,,,,,,,,,
Maurice J. Summerfield,Maurice J. Summerfield,2008-09-18 22:08:10.4448,OL4818100A,21326340.0,1,,,,,,,,,,,,,,,,,,,,
David Harrison,,2008-04-29 13:35:46.87638,OL2623969A,9898953.0,1,,,,,,,,,,,,,,,,,,,,
Raymond A. Serway,Raymond A. Serway,2008-09-10 08:17:58.363133,OL35046A,88481.0,2,,,,,,,,,,,,,,,,,,,,
John W. Jewett,John W. Jewett,2008-09-05 12:45:08.08907,OL319965A,854302.0,2,,,,,,,,,,,,,,,,,,,,
Philip L. Stein,Philip L. Stein,2008-09-11 09:09:37.031292,OL20872A,54127.0,2,,,,,,,,,,,,,,,,,,,,
Tom Duncan,"Duncan, Tom",2011-11-09T22:02:42.633600,OL2639467A,,2,,,,,2008-04-29T13:35:46.876380,,2.0,1922,,,,,"Duncan, Tom",,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,Paul G Hewitt,,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,PAUL G. HEWITT,,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,hewitt paul g,,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,"Hewitt, Paul G.",,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,Hewitt Paul G.,,,,,,,
Paul G. Hewitt,Paul G. Hewitt,2019-12-10T18:13:32.137139,OL231611A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,,,,,PAUL HEWITT,,,,,,,
Bill W. Tillery,Bill W. Tillery,2008-09-07 04:15:17.309427,OL224615A,582947.0,2,,,,,,,,,,,,,,,,,,,,
Fritjof Capra,Fritjof Capra,2020-09-30T11:29:37.999256,OL530933A,,4,,,,,2008-04-01T03:28:50.625462,,4.0,,46758379,Q84258,0000000118756437,,,,,,,,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,"Dr. A, George E. Dale",http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,"Dr. A, George E. Dale",http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,"Dr. A, George E. Dale",http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,"Dr. A, George E. Dale",http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,The Good Doctor,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,The Good Doctor,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,The Good Doctor,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,The Good Doctor,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
